January_01,January_02,January_03,January_04,January_05,January_06,January_07,January_08,January_09,January_10,January_11,January_12,January_13,January_14,January_15,January_16,January_17,January_18,January_19,January_20,January_21,January_22,January_23,January_24,January_25,January_26,January_27,January_28,January_29,January_30,January_31,February_01,February_02,February_03,February_04,February_05,February_06,February_07,February_08,February_09,February_10,February_11,February_12,February_13,February_14,February_15,February_16,February_17,February_18,February_19,February_20,February_21,February_22,February_23,February_24,February_25,February_26,February_27,February_28,February_29,March_01,March_02,March_03,March_04,March_05,March_06,March_07,March_08,March_09,March_10,March_11,March_12,March_13,March_14,March_15,March_16,March_17,March_18,March_19,March_20,March_21,March_22,March_23,March_24,March_25,March_26,March_27,March_28,March_29,March_30,March_31,April_01,April_02,April_03,April_04,April_05,April_06,April_07,April_08,April_09,April_10,April_11,April_12,April_13,April_14,April_15,April_16,April_17,April_18,April_19,April_20,April_21,April_22,April_23,cbg
8.0,6.0,7.0,7.0,6.0,4.0,6.0,5.0,4.0,7.0,8.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,6.0,6.0,4.0,3.0,3.0,5.0,7.0,6.0,5.0,4.0,2.0,4.0,5.0,9.0,4.0,4.0,2.0,4.0,4.0,2.0,6.0,5.0,4.0,6.0,4.0,2.0,3.0,5.0,5.0,3.0,2.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,7.0,3.0,6.0,4.0,5.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,7.0,4.0,4.0,3.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,4.0,5.0,4.0,8.0,5.0,7.0,7.0,5.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,4.0,6.0,4.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,421010013001
23.0,22.0,19.0,24.0,22.0,20.0,19.0,17.0,19.0,18.0,18.0,18.0,16.0,17.0,13.0,14.0,14.0,22.0,19.0,16.0,17.0,16.0,15.0,22.0,25.0,12.0,17.0,15.0,17.0,12.0,15.0,23.0,18.0,17.0,17.0,18.0,20.0,24.0,21.0,19.0,17.0,17.0,15.0,15.0,13.0,19.0,22.0,17.0,15.0,13.0,13.0,15.0,16.0,15.0,10.0,12.0,14.0,14.0,13.0,20.0,19.0,19.0,18.0,14.0,16.0,17.0,18.0,19.0,17.0,13.0,15.0,11.0,15.0,22.0,16.0,16.0,18.0,22.0,20.0,18.0,16.0,18.0,24.0,23.0,23.0,28.0,22.0,21.0,20.0,22.0,19.0,23.0,23.0,19.0,21.0,16.0,17.0,17.0,15.0,24.0,23.0,21.0,22.0,17.0,20.0,19.0,19.0,17.0,18.0,18.0,17.0,20.0,18.0,17.0,421010272003
8.0,13.0,14.0,15.0,16.0,10.0,7.0,9.0,13.0,11.0,12.0,13.0,16.0,10.0,12.0,10.0,11.0,8.0,9.0,7.0,8.0,9.0,8.0,12.0,12.0,7.0,7.0,10.0,9.0,4.0,9.0,11.0,9.0,9.0,10.0,6.0,7.0,6.0,11.0,10.0,9.0,3.0,9.0,7.0,8.0,11.0,10.0,8.0,10.0,7.0,9.0,9.0,11.0,11.0,10.0,7.0,10.0,8.0,13.0,13.0,12.0,10.0,10.0,9.0,6.0,10.0,13.0,7.0,8.0,6.0,11.0,11.0,12.0,14.0,15.0,13.0,14.0,12.0,13.0,11.0,11.0,15.0,11.0,13.0,14.0,14.0,11.0,10.0,11.0,13.0,15.0,14.0,15.0,15.0,13.0,12.0,11.0,14.0,16.0,14.0,16.0,15.0,14.0,11.0,10.0,11.0,15.0,13.0,11.0,14.0,13.0,14.0,10.0,12.0,421010010023
9.0,7.0,9.0,12.0,11.0,10.0,11.0,9.0,8.0,10.0,8.0,8.0,10.0,6.0,8.0,8.0,9.0,10.0,9.0,13.0,6.0,7.0,8.0,6.0,8.0,6.0,6.0,7.0,9.0,6.0,11.0,13.0,12.0,11.0,13.0,13.0,7.0,12.0,14.0,10.0,11.0,12.0,11.0,12.0,15.0,12.0,16.0,7.0,12.0,11.0,7.0,10.0,11.0,12.0,7.0,9.0,10.0,10.0,8.0,16.0,15.0,9.0,11.0,10.0,13.0,9.0,11.0,11.0,8.0,12.0,10.0,15.0,9.0,11.0,15.0,15.0,12.0,15.0,12.0,14.0,14.0,9.0,8.0,8.0,13.0,10.0,8.0,14.0,11.0,9.0,7.0,13.0,9.0,11.0,16.0,9.0,14.0,13.0,11.0,13.0,7.0,10.0,11.0,13.0,12.0,17.0,14.0,9.0,13.0,10.0,12.0,10.0,9.0,11.0,421010113002
17.0,18.0,20.0,19.0,20.0,15.0,14.0,18.0,15.0,21.0,17.0,14.0,20.0,15.0,18.0,12.0,19.0,18.0,21.0,16.0,14.0,18.0,13.0,20.0,19.0,17.0,17.0,15.0,16.0,17.0,19.0,26.0,19.0,21.0,20.0,20.0,16.0,23.0,21.0,16.0,16.0,20.0,14.0,15.0,14.0,18.0,15.0,17.0,19.0,14.0,16.0,16.0,18.0,16.0,14.0,12.0,18.0,13.0,16.0,19.0,15.0,14.0,17.0,16.0,14.0,18.0,14.0,20.0,16.0,17.0,14.0,16.0,20.0,18.0,16.0,15.0,17.0,14.0,11.0,14.0,19.0,22.0,23.0,23.0,20.0,18.0,20.0,21.0,17.0,21.0,20.0,21.0,23.0,23.0,21.0,17.0,20.0,24.0,22.0,22.0,18.0,21.0,22.0,21.0,19.0,22.0,20.0,26.0,21.0,22.0,21.0,25.0,25.0,17.0,421010263022
14.0,15.0,17.0,17.0,17.0,17.0,15.0,15.0,16.0,17.0,14.0,20.0,16.0,13.0,12.0,10.0,14.0,18.0,14.0,13.0,11.0,14.0,10.0,16.0,17.0,15.0,13.0,13.0,12.0,13.0,15.0,23.0,13.0,12.0,11.0,13.0,7.0,16.0,16.0,9.0,9.0,14.0,8.0,10.0,9.0,13.0,12.0,10.0,12.0,11.0,10.0,10.0,14.0,10.0,10.0,10.0,13.0,9.0,12.0,15.0,10.0,9.0,11.0,11.0,8.0,12.0,12.0,8.0,7.0,8.0,8.0,10.0,14.0,13.0,15.0,12.0,12.0,15.0,11.0,10.0,12.0,11.0,13.0,18.0,21.0,15.0,19.0,20.0,17.0,14.0,18.0,23.0,18.0,16.0,19.0,12.0,15.0,17.0,16.0,20.0,17.0,17.0,21.0,16.0,17.0,16.0,16.0,16.0,16.0,14.0,16.0,15.0,19.0,18.0,421010266008
10.0,7.0,9.0,12.0,9.0,13.0,10.0,12.0,9.0,11.0,14.0,7.0,13.0,9.0,12.0,8.0,11.0,9.0,12.0,7.0,10.0,6.0,9.0,9.0,6.0,8.0,8.0,6.0,8.0,7.0,10.0,16.0,14.0,15.0,11.0,13.0,15.0,17.0,15.0,16.0,15.0,11.0,16.0,10.0,12.0,12.0,15.0,9.0,11.0,12.0,10.0,11.0,15.0,11.0,11.0,9.0,10.0,10.0,13.0,15.0,10.0,16.0,11.0,14.0,11.0,9.0,13.0,9.0,8.0,11.0,10.0,11.0,12.0,16.0,13.0,13.0,15.0,13.0,10.0,8.0,15.0,15.0,17.0,17.0,13.0,15.0,16.0,15.0,15.0,13.0,13.0,17.0,17.0,17.0,19.0,19.0,16.0,18.0,15.0,17.0,20.0,16.0,13.0,19.0,12.0,13.0,13.0,14.0,15.0,12.0,12.0,14.0,13.0,14.0,421010252001
15.0,11.0,14.0,19.0,15.0,11.0,11.0,16.0,10.0,12.0,15.0,11.0,8.0,6.0,12.0,9.0,14.0,12.0,12.0,9.0,10.0,11.0,9.0,10.0,11.0,9.0,7.0,10.0,6.0,10.0,7.0,15.0,7.0,10.0,10.0,6.0,10.0,10.0,12.0,9.0,7.0,7.0,9.0,6.0,7.0,7.0,8.0,4.0,4.0,4.0,5.0,8.0,7.0,6.0,3.0,5.0,4.0,3.0,6.0,8.0,8.0,2.0,5.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,9.0,9.0,8.0,10.0,10.0,4.0,6.0,6.0,9.0,8.0,9.0,10.0,8.0,8.0,10.0,8.0,10.0,10.0,11.0,11.0,13.0,9.0,11.0,11.0,12.0,11.0,9.0,12.0,8.0,11.0,8.0,8.0,9.0,11.0,10.0,11.0,9.0,9.0,6.0,10.0,7.0,6.0,421010271003
14.0,15.0,15.0,15.0,16.0,15.0,14.0,12.0,12.0,12.0,17.0,15.0,12.0,13.0,11.0,10.0,14.0,16.0,13.0,13.0,10.0,9.0,10.0,18.0,14.0,9.0,9.0,5.0,8.0,8.0,9.0,19.0,15.0,12.0,12.0,12.0,11.0,12.0,13.0,11.0,10.0,6.0,7.0,5.0,12.0,11.0,15.0,11.0,9.0,10.0,9.0,13.0,12.0,11.0,9.0,10.0,13.0,9.0,14.0,13.0,12.0,10.0,11.0,9.0,8.0,11.0,11.0,11.0,10.0,14.0,12.0,7.0,9.0,11.0,10.0,11.0,10.0,16.0,12.0,13.0,11.0,11.0,11.0,10.0,17.0,14.0,11.0,14.0,11.0,11.0,12.0,15.0,9.0,10.0,9.0,12.0,10.0,12.0,10.0,12.0,8.0,13.0,7.0,12.0,11.0,10.0,9.0,7.0,9.0,13.0,14.0,10.0,11.0,10.0,421010323001
6.0,2.0,6.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0,1.0,,4.0,2.0,3.0,4.0,5.0,5.0,1.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,421010014002
23.0,21.0,22.0,24.0,19.0,15.0,22.0,22.0,19.0,23.0,23.0,23.0,16.0,13.0,18.0,14.0,18.0,16.0,17.0,16.0,15.0,16.0,13.0,22.0,21.0,14.0,17.0,14.0,16.0,14.0,20.0,29.0,20.0,23.0,20.0,17.0,16.0,25.0,16.0,19.0,16.0,16.0,18.0,23.0,25.0,22.0,22.0,18.0,17.0,21.0,15.0,19.0,24.0,19.0,13.0,14.0,13.0,15.0,19.0,24.0,18.0,12.0,12.0,18.0,18.0,21.0,17.0,20.0,13.0,14.0,18.0,19.0,21.0,24.0,20.0,22.0,20.0,22.0,17.0,16.0,21.0,24.0,24.0,20.0,23.0,19.0,20.0,24.0,23.0,21.0,24.0,28.0,26.0,28.0,26.0,26.0,25.0,24.0,23.0,24.0,30.0,27.0,24.0,24.0,21.0,18.0,22.0,21.0,22.0,23.0,25.0,26.0,26.0,29.0,421010042023
11.0,5.0,7.0,8.0,4.0,7.0,5.0,7.0,6.0,5.0,9.0,6.0,4.0,6.0,7.0,7.0,8.0,9.0,7.0,4.0,6.0,4.0,7.0,8.0,6.0,7.0,6.0,8.0,6.0,6.0,7.0,12.0,10.0,13.0,9.0,7.0,4.0,10.0,8.0,9.0,8.0,9.0,8.0,4.0,7.0,6.0,6.0,5.0,5.0,3.0,6.0,6.0,6.0,9.0,2.0,8.0,5.0,5.0,4.0,8.0,9.0,6.0,6.0,6.0,8.0,3.0,7.0,6.0,8.0,8.0,6.0,4.0,5.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,4.0,6.0,7.0,4.0,5.0,6.0,6.0,9.0,10.0,8.0,8.0,6.0,6.0,4.0,6.0,6.0,8.0,5.0,8.0,5.0,6.0,5.0,6.0,7.0,7.0,3.0,2.0,6.0,5.0,421010178006
6.0,5.0,8.0,8.0,7.0,9.0,7.0,5.0,6.0,6.0,7.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,6.0,3.0,5.0,2.0,3.0,3.0,5.0,9.0,8.0,8.0,7.0,8.0,11.0,11.0,11.0,7.0,6.0,7.0,7.0,8.0,7.0,12.0,11.0,8.0,4.0,8.0,9.0,6.0,8.0,6.0,8.0,5.0,7.0,5.0,6.0,12.0,7.0,11.0,7.0,7.0,9.0,10.0,6.0,11.0,10.0,8.0,6.0,12.0,13.0,10.0,12.0,12.0,11.0,11.0,8.0,12.0,9.0,11.0,11.0,12.0,10.0,12.0,11.0,10.0,11.0,10.0,14.0,12.0,13.0,12.0,12.0,10.0,11.0,14.0,12.0,12.0,11.0,10.0,17.0,12.0,12.0,13.0,11.0,13.0,9.0,14.0,10.0,10.0,13.0,11.0,421010202003
25.0,18.0,20.0,26.0,22.0,14.0,19.0,20.0,16.0,16.0,25.0,21.0,19.0,17.0,18.0,18.0,19.0,23.0,21.0,18.0,16.0,14.0,18.0,17.0,21.0,14.0,13.0,12.0,14.0,16.0,16.0,28.0,31.0,22.0,13.0,19.0,12.0,24.0,25.0,22.0,18.0,15.0,19.0,11.0,16.0,25.0,22.0,14.0,15.0,11.0,14.0,15.0,16.0,18.0,11.0,6.0,11.0,10.0,14.0,26.0,20.0,17.0,17.0,16.0,18.0,23.0,19.0,23.0,22.0,14.0,16.0,15.0,24.0,22.0,23.0,19.0,22.0,21.0,20.0,15.0,20.0,24.0,21.0,22.0,27.0,22.0,30.0,27.0,26.0,26.0,25.0,32.0,32.0,27.0,23.0,26.0,29.0,24.0,29.0,22.0,28.0,26.0,23.0,25.0,20.0,22.0,24.0,19.0,22.0,15.0,31.0,28.0,22.0,23.0,421010268001
6.0,7.0,6.0,6.0,6.0,7.0,9.0,8.0,8.0,6.0,4.0,15.0,20.0,29.0,30.0,35.0,32.0,33.0,28.0,26.0,27.0,24.0,25.0,29.0,31.0,33.0,23.0,21.0,23.0,24.0,32.0,34.0,29.0,26.0,20.0,27.0,32.0,31.0,30.0,27.0,31.0,18.0,21.0,24.0,27.0,27.0,24.0,23.0,20.0,25.0,26.0,27.0,25.0,27.0,23.0,22.0,28.0,25.0,24.0,43.0,40.0,44.0,41.0,40.0,47.0,36.0,8.0,11.0,10.0,8.0,9.0,14.0,18.0,8.0,8.0,9.0,4.0,3.0,3.0,4.0,3.0,3.0,6.0,1.0,4.0,2.0,0.0,0.0,3.0,1.0,2.0,6.0,4.0,6.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,0.0,3.0,2.0,1.0,8.0,4.0,3.0,421010369002
24.0,24.0,23.0,23.0,21.0,28.0,27.0,24.0,23.0,32.0,36.0,45.0,45.0,45.0,49.0,43.0,51.0,53.0,54.0,38.0,44.0,45.0,37.0,51.0,44.0,44.0,43.0,41.0,44.0,40.0,47.0,69.0,49.0,45.0,51.0,57.0,52.0,60.0,53.0,50.0,49.0,48.0,47.0,51.0,47.0,46.0,45.0,51.0,44.0,49.0,49.0,43.0,43.0,40.0,36.0,30.0,38.0,42.0,36.0,37.0,22.0,22.0,19.0,25.0,23.0,26.0,30.0,46.0,65.0,74.0,62.0,71.0,66.0,60.0,43.0,45.0,43.0,38.0,37.0,28.0,22.0,28.0,28.0,29.0,27.0,31.0,24.0,27.0,29.0,25.0,25.0,35.0,35.0,37.0,33.0,34.0,33.0,29.0,24.0,29.0,26.0,26.0,25.0,31.0,26.0,26.0,27.0,30.0,25.0,27.0,29.0,27.0,28.0,30.0,421010147002
16.0,10.0,12.0,14.0,16.0,10.0,14.0,14.0,12.0,10.0,15.0,13.0,16.0,10.0,13.0,9.0,11.0,17.0,16.0,13.0,9.0,7.0,7.0,12.0,15.0,9.0,11.0,6.0,5.0,10.0,11.0,23.0,24.0,16.0,12.0,11.0,14.0,16.0,24.0,12.0,13.0,8.0,9.0,15.0,11.0,17.0,19.0,8.0,10.0,10.0,8.0,13.0,15.0,14.0,9.0,9.0,12.0,13.0,11.0,12.0,15.0,11.0,11.0,11.0,9.0,14.0,11.0,10.0,10.0,11.0,11.0,13.0,18.0,14.0,17.0,17.0,20.0,20.0,15.0,14.0,17.0,16.0,19.0,20.0,21.0,21.0,17.0,20.0,19.0,21.0,15.0,27.0,19.0,20.0,24.0,16.0,24.0,26.0,23.0,20.0,18.0,22.0,26.0,20.0,23.0,18.0,19.0,19.0,17.0,17.0,21.0,22.0,20.0,23.0,421010254004
6.0,6.0,5.0,7.0,5.0,6.0,4.0,3.0,5.0,6.0,8.0,7.0,5.0,4.0,5.0,4.0,5.0,9.0,9.0,3.0,5.0,5.0,3.0,4.0,9.0,1.0,4.0,2.0,4.0,5.0,8.0,7.0,10.0,12.0,9.0,10.0,7.0,10.0,10.0,11.0,8.0,10.0,8.0,11.0,6.0,11.0,8.0,9.0,6.0,7.0,6.0,4.0,9.0,9.0,2.0,6.0,6.0,8.0,6.0,10.0,11.0,9.0,9.0,7.0,9.0,6.0,8.0,7.0,8.0,10.0,7.0,9.0,10.0,7.0,13.0,8.0,8.0,6.0,9.0,11.0,9.0,10.0,12.0,12.0,12.0,9.0,8.0,7.0,11.0,10.0,13.0,14.0,12.0,13.0,16.0,12.0,13.0,14.0,15.0,11.0,13.0,15.0,16.0,14.0,15.0,17.0,12.0,13.0,10.0,8.0,11.0,12.0,12.0,9.0,421010264001
51.0,39.0,40.0,48.0,48.0,32.0,28.0,30.0,29.0,48.0,43.0,36.0,36.0,34.0,27.0,29.0,48.0,37.0,45.0,28.0,27.0,34.0,31.0,38.0,40.0,43.0,27.0,27.0,30.0,27.0,45.0,56.0,43.0,35.0,30.0,31.0,40.0,42.0,46.0,50.0,32.0,37.0,34.0,38.0,41.0,38.0,42.0,37.0,26.0,23.0,41.0,43.0,49.0,44.0,24.0,23.0,31.0,34.0,45.0,48.0,45.0,31.0,31.0,27.0,32.0,39.0,36.0,37.0,30.0,27.0,35.0,40.0,44.0,38.0,44.0,47.0,47.0,46.0,38.0,37.0,32.0,50.0,45.0,46.0,46.0,50.0,45.0,54.0,50.0,51.0,47.0,44.0,53.0,55.0,57.0,57.0,55.0,57.0,60.0,51.0,48.0,46.0,49.0,47.0,50.0,49.0,54.0,50.0,42.0,42.0,50.0,51.0,49.0,51.0,421010356011
24.0,25.0,29.0,19.0,19.0,15.0,23.0,19.0,15.0,19.0,27.0,18.0,19.0,18.0,18.0,17.0,17.0,24.0,23.0,16.0,13.0,12.0,13.0,22.0,22.0,15.0,15.0,17.0,9.0,16.0,17.0,33.0,25.0,22.0,17.0,25.0,20.0,25.0,30.0,23.0,19.0,20.0,22.0,22.0,27.0,24.0,23.0,22.0,23.0,15.0,20.0,23.0,26.0,21.0,20.0,17.0,18.0,25.0,25.0,33.0,25.0,18.0,27.0,21.0,21.0,22.0,27.0,19.0,23.0,23.0,17.0,21.0,22.0,26.0,25.0,27.0,34.0,22.0,26.0,27.0,26.0,30.0,30.0,32.0,31.0,34.0,24.0,28.0,32.0,29.0,27.0,33.0,37.0,36.0,35.0,33.0,29.0,29.0,36.0,34.0,28.0,32.0,33.0,30.0,31.0,29.0,27.0,25.0,29.0,33.0,29.0,30.0,27.0,23.0,421010083012
16.0,16.0,15.0,17.0,22.0,19.0,18.0,19.0,18.0,18.0,16.0,19.0,17.0,15.0,13.0,15.0,21.0,22.0,17.0,19.0,17.0,15.0,16.0,17.0,17.0,14.0,15.0,14.0,16.0,13.0,15.0,29.0,26.0,24.0,21.0,25.0,19.0,27.0,20.0,22.0,23.0,17.0,21.0,19.0,18.0,20.0,24.0,18.0,15.0,21.0,16.0,23.0,18.0,23.0,18.0,19.0,21.0,20.0,17.0,26.0,21.0,19.0,23.0,18.0,19.0,22.0,22.0,24.0,21.0,19.0,21.0,20.0,22.0,28.0,25.0,29.0,26.0,20.0,18.0,18.0,22.0,27.0,20.0,24.0,30.0,22.0,18.0,27.0,21.0,27.0,24.0,32.0,27.0,27.0,22.0,30.0,30.0,25.0,27.0,32.0,28.0,28.0,27.0,34.0,29.0,27.0,29.0,27.0,31.0,30.0,23.0,33.0,26.0,26.0,421010166001
23.0,22.0,29.0,31.0,31.0,19.0,25.0,23.0,27.0,31.0,32.0,24.0,23.0,20.0,23.0,23.0,25.0,23.0,26.0,19.0,19.0,24.0,24.0,24.0,32.0,24.0,20.0,24.0,28.0,20.0,26.0,36.0,29.0,30.0,33.0,35.0,30.0,30.0,31.0,28.0,20.0,26.0,25.0,22.0,19.0,27.0,22.0,16.0,21.0,20.0,22.0,19.0,26.0,19.0,23.0,12.0,21.0,17.0,21.0,29.0,22.0,16.0,22.0,21.0,19.0,20.0,16.0,20.0,18.0,16.0,22.0,23.0,24.0,29.0,26.0,27.0,30.0,35.0,16.0,26.0,21.0,26.0,31.0,22.0,30.0,26.0,25.0,24.0,20.0,28.0,24.0,25.0,31.0,26.0,28.0,26.0,28.0,25.0,27.0,27.0,26.0,31.0,29.0,24.0,30.0,30.0,24.0,28.0,27.0,31.0,33.0,27.0,29.0,29.0,421010278001
17.0,17.0,16.0,20.0,18.0,17.0,15.0,18.0,15.0,16.0,20.0,15.0,17.0,16.0,14.0,16.0,14.0,18.0,23.0,14.0,17.0,14.0,16.0,21.0,18.0,14.0,17.0,14.0,19.0,13.0,17.0,22.0,16.0,22.0,17.0,20.0,21.0,18.0,21.0,16.0,15.0,20.0,20.0,20.0,22.0,17.0,25.0,18.0,18.0,22.0,20.0,23.0,21.0,19.0,13.0,14.0,15.0,18.0,17.0,22.0,25.0,23.0,21.0,20.0,27.0,22.0,21.0,23.0,26.0,22.0,24.0,21.0,20.0,25.0,22.0,26.0,20.0,25.0,25.0,21.0,19.0,20.0,27.0,26.0,25.0,21.0,18.0,19.0,24.0,26.0,27.0,29.0,28.0,33.0,34.0,31.0,26.0,29.0,32.0,32.0,29.0,31.0,29.0,31.0,31.0,29.0,32.0,32.0,29.0,26.0,24.0,31.0,28.0,26.0,421010332002
18.0,20.0,20.0,24.0,23.0,17.0,17.0,21.0,20.0,22.0,19.0,19.0,17.0,14.0,16.0,17.0,20.0,17.0,22.0,13.0,16.0,15.0,18.0,17.0,14.0,16.0,18.0,14.0,14.0,17.0,19.0,30.0,31.0,19.0,22.0,20.0,25.0,28.0,28.0,24.0,23.0,23.0,25.0,16.0,23.0,26.0,22.0,19.0,19.0,15.0,19.0,22.0,23.0,21.0,19.0,22.0,23.0,17.0,18.0,29.0,24.0,25.0,17.0,21.0,22.0,22.0,22.0,23.0,17.0,20.0,18.0,23.0,22.0,20.0,20.0,14.0,23.0,24.0,22.0,20.0,17.0,27.0,25.0,20.0,24.0,20.0,22.0,27.0,23.0,24.0,25.0,29.0,33.0,29.0,27.0,28.0,28.0,25.0,26.0,29.0,28.0,28.0,31.0,23.0,27.0,31.0,23.0,27.0,25.0,26.0,27.0,26.0,32.0,23.0,421010083022
7.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,5.0,6.0,4.0,3.0,3.0,6.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,5.0,2.0,6.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,3.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,6.0,4.0,4.0,4.0,3.0,3.0,5.0,6.0,6.0,3.0,3.0,3.0,1.0,6.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,0.0,2.0,6.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,6.0,5.0,7.0,2.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,2.0,2.0,421019808001
1.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,6.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,5.0,4.0,2.0,2.0,4.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,,,3.0,,,,,2.0,3.0,1.0,1.0,421010105001
15.0,14.0,15.0,14.0,16.0,8.0,13.0,15.0,10.0,10.0,13.0,11.0,11.0,10.0,8.0,11.0,7.0,8.0,8.0,9.0,8.0,10.0,12.0,7.0,12.0,10.0,11.0,9.0,10.0,9.0,8.0,12.0,8.0,11.0,15.0,13.0,13.0,11.0,11.0,13.0,10.0,12.0,12.0,8.0,7.0,13.0,8.0,6.0,5.0,6.0,7.0,6.0,8.0,5.0,4.0,9.0,7.0,4.0,6.0,4.0,6.0,5.0,6.0,5.0,7.0,2.0,6.0,2.0,2.0,3.0,3.0,4.0,8.0,6.0,6.0,4.0,5.0,7.0,8.0,4.0,7.0,6.0,12.0,7.0,9.0,7.0,8.0,6.0,8.0,8.0,4.0,4.0,8.0,10.0,7.0,7.0,11.0,5.0,8.0,10.0,9.0,8.0,10.0,10.0,6.0,7.0,6.0,11.0,13.0,5.0,8.0,7.0,7.0,6.0,421010188005
4.0,8.0,7.0,4.0,8.0,8.0,4.0,8.0,5.0,7.0,5.0,5.0,6.0,7.0,6.0,4.0,7.0,7.0,6.0,8.0,6.0,4.0,9.0,5.0,7.0,3.0,6.0,6.0,4.0,5.0,6.0,15.0,11.0,8.0,11.0,10.0,13.0,12.0,14.0,7.0,12.0,9.0,9.0,8.0,11.0,11.0,12.0,7.0,8.0,9.0,9.0,11.0,11.0,9.0,6.0,8.0,10.0,7.0,7.0,13.0,8.0,10.0,7.0,10.0,10.0,10.0,7.0,6.0,10.0,11.0,6.0,11.0,8.0,10.0,11.0,12.0,12.0,12.0,12.0,10.0,10.0,13.0,10.0,14.0,13.0,11.0,14.0,12.0,11.0,12.0,12.0,14.0,15.0,15.0,11.0,11.0,12.0,13.0,13.0,15.0,16.0,13.0,11.0,15.0,11.0,15.0,12.0,14.0,11.0,12.0,12.0,14.0,16.0,10.0,421010273005
19.0,19.0,25.0,24.0,21.0,20.0,18.0,18.0,20.0,17.0,22.0,21.0,15.0,17.0,14.0,19.0,18.0,23.0,19.0,16.0,19.0,14.0,19.0,21.0,25.0,18.0,14.0,10.0,14.0,15.0,17.0,24.0,17.0,17.0,17.0,12.0,13.0,22.0,27.0,16.0,16.0,17.0,14.0,13.0,17.0,23.0,17.0,15.0,13.0,10.0,14.0,20.0,23.0,21.0,11.0,16.0,15.0,16.0,16.0,27.0,20.0,17.0,17.0,15.0,16.0,16.0,18.0,14.0,15.0,11.0,11.0,14.0,18.0,21.0,13.0,16.0,19.0,18.0,16.0,19.0,24.0,26.0,24.0,24.0,24.0,24.0,19.0,21.0,22.0,21.0,23.0,27.0,33.0,27.0,28.0,29.0,28.0,27.0,33.0,26.0,33.0,31.0,30.0,28.0,33.0,29.0,31.0,33.0,29.0,28.0,26.0,32.0,24.0,18.0,421010062003
